"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Nov 26 13:43:00 GMT 2020","Thu Nov 26 13:43:12 GMT 2020","11825","","dashboard-requests-metrics-display @dashboard-requests-metrics-display","","dashboard-requests-metrics-display @dashboard-requests-metrics-display","The file risk count is updated for every file processed based on the outcome {""risk"":""Safe"",""file"":""safe_file.xlsx"",""increasedValue"":""1""} @smoke @TEST-223 @Fail-app","The file risk count is updated for every file processed based on the outcome {""risk"":""Safe"",""file"":""safe_file.xlsx"",""increasedValue"":""1""} @smoke @TEST-223 @Fail-app",""
"passed","Thu Nov 26 13:43:49 GMT 2020","Thu Nov 26 13:44:16 GMT 2020","27476","","request-history-filtering-by-file-type @request-history-filtering-by-file-type","","request-history-filtering-by-file-type @request-history-filtering-by-file-type","filter the log by file type {""filter"":""docx"",""filteredFile"":""Docx""} @success @functional @smoke @TEST-163","filter the log by file type {""filter"":""docx"",""filteredFile"":""Docx""} @success @functional @smoke @TEST-163",""
"failed","Thu Nov 26 13:43:50 GMT 2020","Thu Nov 26 13:44:01 GMT 2020","10927","","non-compliant-files-routing-mechanism @non-compliant-files-routing-mechanism","","non-compliant-files-routing-mechanism @non-compliant-files-routing-mechanism","I can change the outcome of unprocessable files {""routeOption"":""Block"",""updatedRouteOption"":""Block""} @success @smoke @TEST-183","I can change the outcome of unprocessable files {""routeOption"":""Block"",""updatedRouteOption"":""Block""} @success @smoke @TEST-183",""
"failed","Thu Nov 26 13:44:44 GMT 2020","Thu Nov 26 13:44:55 GMT 2020","10817","","dashboard-requests-filtering-by-file-risk @dashboard-requests-filtering-by-file-risk","","dashboard-requests-filtering-by-file-risk @dashboard-requests-filtering-by-file-risk","I can filter the risk legend {""chart"":""line graph"",""fileRisk"":""Allowed By Policy"",""filteredRisk"":""Allowed By Policy""} @smoke @TEST-192 @Fail-App","I can filter the risk legend {""chart"":""line graph"",""fileRisk"":""Allowed By Policy"",""filteredRisk"":""Allowed By Policy""} @smoke @TEST-192 @Fail-App",""
"failed","Thu Nov 26 13:44:10 GMT 2020","Thu Nov 26 13:44:21 GMT 2020","10864","","file-drop-file-processing @file-drop-file-processing","","file-drop-file-processing @file-drop-file-processing","An error message is produced when file drop is unable to process a file {""file"":""src/data/input/test2.pdf"",""error"":""This free service is currently limited to a maximum file size of 3.5MB""} @success @smoke @TEST-231","An error message is produced when file drop is unable to process a file {""file"":""src/data/input/test2.pdf"",""error"":""This free service is currently limited to a maximum file size of 3.5MB""} @success @smoke @TEST-231",""
"failed","Thu Nov 26 13:44:57 GMT 2020","Thu Nov 26 13:45:07 GMT 2020","10919","","non-compliant-files-routing-mechanism @non-compliant-files-routing-mechanism","","non-compliant-files-routing-mechanism @non-compliant-files-routing-mechanism","A set routing policy for unprocessable files is correctly applied {""fileTypePolicyAction"":""Relay"",""NcfsDecision"":""NA"",""file"":""src/data/input/file1.docx"",""responseCode"":""204"",""fileOutcome"":""File is clean!""} @Fail-app @smoke @TEST-234","A set routing policy for unprocessable files is correctly applied {""fileTypePolicyAction"":""Relay"",""NcfsDecision"":""NA"",""file"":""src/data/input/file1.docx"",""responseCode"":""204"",""fileOutcome"":""File is clean!""} @Fail-app @smoke @TEST-234",""
"failed","Thu Nov 26 13:43:26 GMT 2020","Thu Nov 26 13:43:37 GMT 2020","11148","","dashboard-requests-filtering-by-file-risk @dashboard-requests-filtering-by-file-risk","","dashboard-requests-filtering-by-file-risk @dashboard-requests-filtering-by-file-risk","I can filter the risk legend {""chart"":""pie"",""fileRisk"":""Blocked By NCFS"",""filteredRisk"":""Blocked By NCFS""} @smoke @TEST-192 @Fail-App","I can filter the risk legend {""chart"":""pie"",""fileRisk"":""Blocked By NCFS"",""filteredRisk"":""Blocked By NCFS""} @smoke @TEST-192 @Fail-App",""
"failed","Thu Nov 26 13:43:37 GMT 2020","Thu Nov 26 13:43:48 GMT 2020","11085","","dashboard-requests-metrics-display @dashboard-requests-metrics-display","","dashboard-requests-metrics-display @dashboard-requests-metrics-display","The count of files requests processed is updated based on processing status {""file"":""safe_file.xlsx"",""fileOutcome"":""Safe"",""TFUpdateByValue"":""1"",""TRUpdateByValue"":""1"",""MFUpdateByValue"":""1""} @Fail-app @smoke @TEST-224","The count of files requests processed is updated based on processing status {""file"":""safe_file.xlsx"",""fileOutcome"":""Safe"",""TFUpdateByValue"":""1"",""TRUpdateByValue"":""1"",""MFUpdateByValue"":""1""} @Fail-app @smoke @TEST-224",""
"failed","Thu Nov 26 13:43:39 GMT 2020","Thu Nov 26 13:43:50 GMT 2020","10980","","non-compliant-files-routing-mechanism @non-compliant-files-routing-mechanism","","non-compliant-files-routing-mechanism @non-compliant-files-routing-mechanism","I can change the outcome of unprocessable files {""routeOption"":""Relay"",""updatedRouteOption"":""Relay""} @success @smoke @TEST-183","I can change the outcome of unprocessable files {""routeOption"":""Relay"",""updatedRouteOption"":""Relay""} @success @smoke @TEST-183",""
"skipped","Thu Nov 26 13:43:28 GMT 2020","Thu Nov 26 13:43:28 GMT 2020","0","","content-management-previous-policy @content-management-previous-policy","","content-management-previous-policy @content-management-previous-policy","I can activate a previous policy @success @smoke @TEST-219","I can activate a previous policy @success @smoke @TEST-219",""
"failed","Thu Nov 26 13:43:17 GMT 2020","Thu Nov 26 13:43:28 GMT 2020","11103","","non-compliant-files-routing-mechanism @non-compliant-files-routing-mechanism","","non-compliant-files-routing-mechanism @non-compliant-files-routing-mechanism","I can only update the non-compliant routes API URL with a valid one {""url"":""glasswallsolutions.com"",""message"":""success""} @smoke @TEST-158_159 @Fail-app","I can only update the non-compliant routes API URL with a valid one {""url"":""glasswallsolutions.com"",""message"":""success""} @smoke @TEST-158_159 @Fail-app",""
"failed","Thu Nov 26 13:44:11 GMT 2020","Thu Nov 26 13:44:22 GMT 2020","10884","","user-records-admin @user-records-admin","","user-records-admin @user-records-admin","I cannot delete my own account @smoke @TEST-191 @Fail-app","I cannot delete my own account @smoke @TEST-191 @Fail-app",""
"failed","Thu Nov 26 13:43:26 GMT 2020","Thu Nov 26 13:43:37 GMT 2020","11210","","user-records-admin @user-records-admin","","user-records-admin @user-records-admin","I can delete another user from the page {""name"":""tester2"",""email"":""tester2@glasswalltest.co""} @smoke @TEST-172 @Fail-app","I can delete another user from the page {""name"":""tester2"",""email"":""tester2@glasswalltest.co""} @smoke @TEST-172 @Fail-app",""
"failed","Thu Nov 26 13:43:26 GMT 2020","Thu Nov 26 13:43:37 GMT 2020","11232","","file-drop-file-process-result-view @file-drop-file-process-result-view","","file-drop-file-process-result-view @file-drop-file-process-result-view","I can see the result of a unrepaired file with the list of structural issues not removed {""fileWithIssues"":""src/data/input/file2.pdf"",""nonrepairedObject"":""Non-conforming image"",""processStatus"":""Your file has been processed""} @Fail-app @smoke @TEST-229","I can see the result of a unrepaired file with the list of structural issues not removed {""fileWithIssues"":""src/data/input/file2.pdf"",""nonrepairedObject"":""Non-conforming image"",""processStatus"":""Your file has been processed""} @Fail-app @smoke @TEST-229",""
"failed","Thu Nov 26 13:43:00 GMT 2020","Thu Nov 26 13:43:12 GMT 2020","11726","","user-records-admin @user-records-admin","","user-records-admin @user-records-admin","I can add a new user to the ui {""name"":""tester1"",""email"":""tester1@glasswalltest.co""} @smoke @TEST-171 @Fail-app","I can add a new user to the ui {""name"":""tester1"",""email"":""tester1@glasswalltest.co""} @smoke @TEST-171 @Fail-app",""
"failed","Thu Nov 26 13:44:33 GMT 2020","Thu Nov 26 13:44:44 GMT 2020","10812","","dashboard-requests-filtering-by-file-risk @dashboard-requests-filtering-by-file-risk","","dashboard-requests-filtering-by-file-risk @dashboard-requests-filtering-by-file-risk","I can filter the risk legend {""chart"":""line graph"",""fileRisk"":""Allowed By NCFS"",""filteredRisk"":""Allowed By NCFS""} @smoke @TEST-192 @Fail-App","I can filter the risk legend {""chart"":""line graph"",""fileRisk"":""Allowed By NCFS"",""filteredRisk"":""Allowed By NCFS""} @smoke @TEST-192 @Fail-App",""
"failed","Thu Nov 26 13:43:00 GMT 2020","Thu Nov 26 13:43:12 GMT 2020","11845","","file-drop-file-process-result-view @file-drop-file-process-result-view","","file-drop-file-process-result-view @file-drop-file-process-result-view","I can download the full analysis report of a processed file {""supportedFile"":""src/data/input/issues.docx"",""analysisReport"":""issues.docx.xml""} @Fail-app @smoke @TEST-227","I can download the full analysis report of a processed file {""supportedFile"":""src/data/input/issues.docx"",""analysisReport"":""issues.docx.xml""} @Fail-app @smoke @TEST-227",""
