"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 17 16:16:50 GMT 2021","Wed Feb 17 16:17:18 GMT 2021","28240","","user-records-admin @user-records-admin","","user-records-admin @user-records-admin","I can add a new user to the ui {""username"":""tester1"",""firstname"":""autotestfn"",""lastname"":""autotestln"",""email"":""tester1@glasswalltest.co""} @functional @TEST-171 @portal","I can add a new user to the ui {""username"":""tester1"",""firstname"":""autotestfn"",""lastname"":""autotestln"",""email"":""tester1@glasswalltest.co""} @functional @TEST-171 @portal",""
"failed","Wed Feb 17 16:15:21 GMT 2021","Wed Feb 17 16:15:37 GMT 2021","16125","","request-history-file-detail-view @request-history-file-detail-view","","request-history-file-detail-view @request-history-file-detail-view","User can view Sanitisation and Remedy items removed on a file {""file"":""EmbeddedFile.pdf"",""issue"":""Embedded file content present."",""item"":""First XREF table entry malformed and will be regenerated""} @functional @fileprocess @TEST-169_3","User can view Sanitisation and Remedy items removed on a file {""file"":""EmbeddedFile.pdf"",""issue"":""Embedded file content present."",""item"":""First XREF table entry malformed and will be regenerated""} @functional @fileprocess @TEST-169_3",""
"passed","Wed Feb 17 16:15:04 GMT 2021","Wed Feb 17 16:15:23 GMT 2021","19696","","file-drop-file-analysis-reporting @file-drop-file-analysis-reporting","","file-drop-file-analysis-reporting @file-drop-file-analysis-reporting","User can download the full XML analysis report for a file {""supportedFile"":""src/data/multiset/file1.docx"",""xmlFile"":""file1.xml""} @functional @portal @filedrop @TEST-225","User can download the full XML analysis report for a file {""supportedFile"":""src/data/multiset/file1.docx"",""xmlFile"":""file1.xml""} @functional @portal @filedrop @TEST-225",""
"passed","Wed Feb 17 16:17:10 GMT 2021","Wed Feb 17 16:17:43 GMT 2021","33041","","request-history-filtering-by-date @request-history-filtering-by-date","","request-history-filtering-by-date @request-history-filtering-by-date","User cannot filter the date range to a time greater than 24 hours {""datetimeFrom"":""20/10/2020 0:45 AM"",""datetimeTo"":""26/10/2020 13:45 PM""} @portal @functional @TEST-184","User cannot filter the date range to a time greater than 24 hours {""datetimeFrom"":""20/10/2020 0:45 AM"",""datetimeTo"":""26/10/2020 13:45 PM""} @portal @functional @TEST-184",""
"passed","Wed Feb 17 16:19:23 GMT 2021","Wed Feb 17 16:19:49 GMT 2021","25481","","content-management-policy-history @content-management-policy-history","","content-management-policy-history @content-management-policy-history","User can change the number of previous polcy records displayed on a page {""itemCount"":""100"",""rowCount"":""100""} @functional @portal @TEST-217","User can change the number of previous polcy records displayed on a page {""itemCount"":""100"",""rowCount"":""100""} @functional @portal @TEST-217",""
"failed","Wed Feb 17 16:15:35 GMT 2021","Wed Feb 17 16:15:56 GMT 2021","20516","","content-management-policy-application-to-files @content-management-policy-application-to-files","","content-management-policy-application-to-files @content-management-policy-application-to-files","The current Content Management Policy is correctly applied to processed files {""fileType"":""pdf"",""contentFlag"":""ExternalHyperlinks"",""flagType"":""disallow"",""file"":""Execute+Java+Script_JS_PDF.pdf"",""fileOutcome"":""htmlReport"",""fileExtension"":""Pdf"",""outcomeValue"":""Blocked by Policy""} @functional @fileprocess @TEST-212","The current Content Management Policy is correctly applied to processed files {""fileType"":""pdf"",""contentFlag"":""ExternalHyperlinks"",""flagType"":""disallow"",""file"":""Execute+Java+Script_JS_PDF.pdf"",""fileOutcome"":""htmlReport"",""fileExtension"":""Pdf"",""outcomeValue"":""Blocked by Policy""} @functional @fileprocess @TEST-212",""
"passed","Wed Feb 17 16:15:03 GMT 2021","Wed Feb 17 16:15:35 GMT 2021","31361","","Content Management Policy Editing @content-management-policy-editing","","Content Management Policy Editing @content-management-policy-editing","User can cancel a draft policy creation {""FileType"":""powerpoint"",""ContentFlag"":""Metadata"",""DraftFlagType"":""disallow"",""CurrentFlagType"":""sanitise""} @portal @functional @TEST-213","User can cancel a draft policy creation {""FileType"":""powerpoint"",""ContentFlag"":""Metadata"",""DraftFlagType"":""disallow"",""CurrentFlagType"":""sanitise""} @portal @functional @TEST-213",""
"passed","Wed Feb 17 16:15:36 GMT 2021","Wed Feb 17 16:15:44 GMT 2021","7913","","file-drop-file-processing @file-drop-file-processing","","file-drop-file-processing @file-drop-file-processing","User cannot process a non-supported file or unprocessable file size through the file drop service {""file"":""src/data/multiset/icaptest.ps1"",""error"":""Please use a supported file type""} @functional @TEST-231 @filedrop @portal","User cannot process a non-supported file or unprocessable file size through the file drop service {""file"":""src/data/multiset/icaptest.ps1"",""error"":""Please use a supported file type""} @functional @TEST-231 @filedrop @portal",""
"passed","Wed Feb 17 16:15:24 GMT 2021","Wed Feb 17 16:15:42 GMT 2021","18462","","user-session-admin @user-session-admin","","user-session-admin @user-session-admin","User can log out of the ui @portal @functional @TEST-236","User can log out of the ui @portal @functional @TEST-236",""
"skipped","Wed Feb 17 16:16:31 GMT 2021","Wed Feb 17 16:16:31 GMT 2021","0","","non-compliant-files-routing-mechanism @non-compliant-files-routing-mechanism","","non-compliant-files-routing-mechanism @non-compliant-files-routing-mechanism","A set routing policy for unprocessable files is correctly applied to submitted files {""policyAction"":""relay-glasswallBlockedFiles"",""file"":""structuralIssues.xlsx"",""fileOutcome"":""relayed"",""outcomeValue"":""Allowed by Policy""} @fileprocess @functional @TEST-234","A set routing policy for unprocessable files is correctly applied to submitted files {""policyAction"":""relay-glasswallBlockedFiles"",""file"":""structuralIssues.xlsx"",""fileOutcome"":""relayed"",""outcomeValue"":""Allowed by Policy""} @fileprocess @functional @TEST-234",""
